Topic,ID,Segment,IdeaUnit,label,NoteText
Ecology,6260215,1,The anatomy of a toucan helps them stand on trees for long periods of time,1,"tucano (south america) 40 species toco toucan(largest 25'') aracar toucanet(smallest 12' 4.5oz) short body rounded tail lifespan (18 years in capticity) dont migrate (dont fly well, hop between tree branches) biiger toucans have bigger bills 4 toes first and fourth turn backwards (helps grab branches to stand) raising children (tree holes) natural tree holes by woodpeckers why live so small hole? sleep with their head turn backwards and pull their tail upwards 5-6 can fit in the ho;e mom and dad take turns to sit on eggs but impatient (leave their eggs uncovered) eggs hatched 2 weeks and naked feathers fill in 4 weeks old 7 weeks flymother leave once kid can survive fly together family stick together playful birds,"
Ecology,6260215,1,Toucans rely on natural tree hollows or woodpeckers to make tree holes for their babies,1,"tucano (south america) 40 species toco toucan(largest 25'') aracar toucanet(smallest 12' 4.5oz) short body rounded tail lifespan (18 years in capticity) dont migrate (dont fly well, hop between tree branches) biiger toucans have bigger bills 4 toes first and fourth turn backwards (helps grab branches to stand) raising children (tree holes) natural tree holes by woodpeckers why live so small hole? sleep with their head turn backwards and pull their tail upwards 5-6 can fit in the ho;e mom and dad take turns to sit on eggs but impatient (leave their eggs uncovered) eggs hatched 2 weeks and naked feathers fill in 4 weeks old 7 weeks flymother leave once kid can survive fly together family stick together playful birds,"
Ecology,6260215,1,"Due to their unique anatomy, up to 6 toucans can fit inside one tree hole",1,"tucano (south america) 40 species toco toucan(largest 25'') aracar toucanet(smallest 12' 4.5oz) short body rounded tail lifespan (18 years in capticity) dont migrate (dont fly well, hop between tree branches) biiger toucans have bigger bills 4 toes first and fourth turn backwards (helps grab branches to stand) raising children (tree holes) natural tree holes by woodpeckers why live so small hole? sleep with their head turn backwards and pull their tail upwards 5-6 can fit in the ho;e mom and dad take turns to sit on eggs but impatient (leave their eggs uncovered) eggs hatched 2 weeks and naked feathers fill in 4 weeks old 7 weeks flymother leave once kid can survive fly together family stick together playful birds,"
Ecology,6260215,1,Both toucan parents take care of their babies,0,"tucano (south america) 40 species toco toucan(largest 25'') aracar toucanet(smallest 12' 4.5oz) short body rounded tail lifespan (18 years in capticity) dont migrate (dont fly well, hop between tree branches) biiger toucans have bigger bills 4 toes first and fourth turn backwards (helps grab branches to stand) raising children (tree holes) natural tree holes by woodpeckers why live so small hole? sleep with their head turn backwards and pull their tail upwards 5-6 can fit in the ho;e mom and dad take turns to sit on eggs but impatient (leave their eggs uncovered) eggs hatched 2 weeks and naked feathers fill in 4 weeks old 7 weeks flymother leave once kid can survive fly together family stick together playful birds,"
Ecology,6260215,1,Baby toucans (toucanets) hatch blind and naked,1,"tucano (south america) 40 species toco toucan(largest 25'') aracar toucanet(smallest 12' 4.5oz) short body rounded tail lifespan (18 years in capticity) dont migrate (dont fly well, hop between tree branches) biiger toucans have bigger bills 4 toes first and fourth turn backwards (helps grab branches to stand) raising children (tree holes) natural tree holes by woodpeckers why live so small hole? sleep with their head turn backwards and pull their tail upwards 5-6 can fit in the ho;e mom and dad take turns to sit on eggs but impatient (leave their eggs uncovered) eggs hatched 2 weeks and naked feathers fill in 4 weeks old 7 weeks flymother leave once kid can survive fly together family stick together playful birds,"
Ecology,6260215,1,"Unlike most mother birds, toucans leave the nest together once toucanets can fly",1,"tucano (south america) 40 species toco toucan(largest 25'') aracar toucanet(smallest 12' 4.5oz) short body rounded tail lifespan (18 years in capticity) dont migrate (dont fly well, hop between tree branches) biiger toucans have bigger bills 4 toes first and fourth turn backwards (helps grab branches to stand) raising children (tree holes) natural tree holes by woodpeckers why live so small hole? sleep with their head turn backwards and pull their tail upwards 5-6 can fit in the ho;e mom and dad take turns to sit on eggs but impatient (leave their eggs uncovered) eggs hatched 2 weeks and naked feathers fill in 4 weeks old 7 weeks flymother leave once kid can survive fly together family stick together playful birds,"
Ecology,6260215,1,Female toucans can lay up to 21 eggs,0,"tucano (south america) 40 species toco toucan(largest 25'') aracar toucanet(smallest 12' 4.5oz) short body rounded tail lifespan (18 years in capticity) dont migrate (dont fly well, hop between tree branches) biiger toucans have bigger bills 4 toes first and fourth turn backwards (helps grab branches to stand) raising children (tree holes) natural tree holes by woodpeckers why live so small hole? sleep with their head turn backwards and pull their tail upwards 5-6 can fit in the ho;e mom and dad take turns to sit on eggs but impatient (leave their eggs uncovered) eggs hatched 2 weeks and naked feathers fill in 4 weeks old 7 weeks flymother leave once kid can survive fly together family stick together playful birds,"
Ecology,6260215,1,Mother and father toucans will take turns sitting on their eggs until they hatch,1,"tucano (south america) 40 species toco toucan(largest 25'') aracar toucanet(smallest 12' 4.5oz) short body rounded tail lifespan (18 years in capticity) dont migrate (dont fly well, hop between tree branches) biiger toucans have bigger bills 4 toes first and fourth turn backwards (helps grab branches to stand) raising children (tree holes) natural tree holes by woodpeckers why live so small hole? sleep with their head turn backwards and pull their tail upwards 5-6 can fit in the ho;e mom and dad take turns to sit on eggs but impatient (leave their eggs uncovered) eggs hatched 2 weeks and naked feathers fill in 4 weeks old 7 weeks flymother leave once kid can survive fly together family stick together playful birds,"
Ecology,6260215,2,"The color of toucans comes from their skin, not their feathers",1,conspirous feather black color (toco toucan) keel billed (colorful) except bill feet area around eyes area around eyes are colorful because skin toucan colorful to survive (blend in with fruits) bill more than half the length of body quite light and hollow and honeyccarkeratin in bill catacolm hard sponge balance strength ratio edges to eat meat long gray narrow tounge forging (intimidate small birds) and communicating long bills provide reach throw food back at the throat saw like edges to tear fruit long disgestion (75 min) cant eat while digesting insects offer protein fruit as gift hot send more heat to the bill
Ecology,6260215,2,"Toucans are covered in feathers except around their feet, bill, and eyes",1,conspirous feather black color (toco toucan) keel billed (colorful) except bill feet area around eyes area around eyes are colorful because skin toucan colorful to survive (blend in with fruits) bill more than half the length of body quite light and hollow and honeyccarkeratin in bill catacolm hard sponge balance strength ratio edges to eat meat long gray narrow tounge forging (intimidate small birds) and communicating long bills provide reach throw food back at the throat saw like edges to tear fruit long disgestion (75 min) cant eat while digesting insects offer protein fruit as gift hot send more heat to the bill
Ecology,6260215,2,Toucans use their colorful feathers to mimic fruits to avoid predators,1,conspirous feather black color (toco toucan) keel billed (colorful) except bill feet area around eyes area around eyes are colorful because skin toucan colorful to survive (blend in with fruits) bill more than half the length of body quite light and hollow and honeyccarkeratin in bill catacolm hard sponge balance strength ratio edges to eat meat long gray narrow tounge forging (intimidate small birds) and communicating long bills provide reach throw food back at the throat saw like edges to tear fruit long disgestion (75 min) cant eat while digesting insects offer protein fruit as gift hot send more heat to the bill
Ecology,6260215,2,The gender of a toucan is hard to determine just by looking at them,0,conspirous feather black color (toco toucan) keel billed (colorful) except bill feet area around eyes area around eyes are colorful because skin toucan colorful to survive (blend in with fruits) bill more than half the length of body quite light and hollow and honeyccarkeratin in bill catacolm hard sponge balance strength ratio edges to eat meat long gray narrow tounge forging (intimidate small birds) and communicating long bills provide reach throw food back at the throat saw like edges to tear fruit long disgestion (75 min) cant eat while digesting insects offer protein fruit as gift hot send more heat to the bill
Ecology,6260215,2,The structure of a toucan?s bill looks like a honeycomb,1,conspirous feather black color (toco toucan) keel billed (colorful) except bill feet area around eyes area around eyes are colorful because skin toucan colorful to survive (blend in with fruits) bill more than half the length of body quite light and hollow and honeyccarkeratin in bill catacolm hard sponge balance strength ratio edges to eat meat long gray narrow tounge forging (intimidate small birds) and communicating long bills provide reach throw food back at the throat saw like edges to tear fruit long disgestion (75 min) cant eat while digesting insects offer protein fruit as gift hot send more heat to the bill
Ecology,6260215,2,A toucan?s bill is composed of the protein keratin,1,conspirous feather black color (toco toucan) keel billed (colorful) except bill feet area around eyes area around eyes are colorful because skin toucan colorful to survive (blend in with fruits) bill more than half the length of body quite light and hollow and honeyccarkeratin in bill catacolm hard sponge balance strength ratio edges to eat meat long gray narrow tounge forging (intimidate small birds) and communicating long bills provide reach throw food back at the throat saw like edges to tear fruit long disgestion (75 min) cant eat while digesting insects offer protein fruit as gift hot send more heat to the bill
Ecology,6260215,2,A toucan?s bill has the consistency of a hard sponge,1,conspirous feather black color (toco toucan) keel billed (colorful) except bill feet area around eyes area around eyes are colorful because skin toucan colorful to survive (blend in with fruits) bill more than half the length of body quite light and hollow and honeyccarkeratin in bill catacolm hard sponge balance strength ratio edges to eat meat long gray narrow tounge forging (intimidate small birds) and communicating long bills provide reach throw food back at the throat saw like edges to tear fruit long disgestion (75 min) cant eat while digesting insects offer protein fruit as gift hot send more heat to the bill
Ecology,6260215,2,A toucan?s bill offers two main advantages: foraging and communication,1,conspirous feather black color (toco toucan) keel billed (colorful) except bill feet area around eyes area around eyes are colorful because skin toucan colorful to survive (blend in with fruits) bill more than half the length of body quite light and hollow and honeyccarkeratin in bill catacolm hard sponge balance strength ratio edges to eat meat long gray narrow tounge forging (intimidate small birds) and communicating long bills provide reach throw food back at the throat saw like edges to tear fruit long disgestion (75 min) cant eat while digesting insects offer protein fruit as gift hot send more heat to the bill
Ecology,6260215,2,Toucan?s take advantage of their large bill by intimidating smaller birds,1,conspirous feather black color (toco toucan) keel billed (colorful) except bill feet area around eyes area around eyes are colorful because skin toucan colorful to survive (blend in with fruits) bill more than half the length of body quite light and hollow and honeyccarkeratin in bill catacolm hard sponge balance strength ratio edges to eat meat long gray narrow tounge forging (intimidate small birds) and communicating long bills provide reach throw food back at the throat saw like edges to tear fruit long disgestion (75 min) cant eat while digesting insects offer protein fruit as gift hot send more heat to the bill
Ecology,6260215,2,Toucan?s can reach into deeper places to get food because of their bill,1,conspirous feather black color (toco toucan) keel billed (colorful) except bill feet area around eyes area around eyes are colorful because skin toucan colorful to survive (blend in with fruits) bill more than half the length of body quite light and hollow and honeyccarkeratin in bill catacolm hard sponge balance strength ratio edges to eat meat long gray narrow tounge forging (intimidate small birds) and communicating long bills provide reach throw food back at the throat saw like edges to tear fruit long disgestion (75 min) cant eat while digesting insects offer protein fruit as gift hot send more heat to the bill
Ecology,6260215,2,Toucans cannot eat during their digestion period,1,conspirous feather black color (toco toucan) keel billed (colorful) except bill feet area around eyes area around eyes are colorful because skin toucan colorful to survive (blend in with fruits) bill more than half the length of body quite light and hollow and honeyccarkeratin in bill catacolm hard sponge balance strength ratio edges to eat meat long gray narrow tounge forging (intimidate small birds) and communicating long bills provide reach throw food back at the throat saw like edges to tear fruit long disgestion (75 min) cant eat while digesting insects offer protein fruit as gift hot send more heat to the bill
Ecology,6260215,2,"To try and find mates, toucans use their bills to toss berries to one another",1,conspirous feather black color (toco toucan) keel billed (colorful) except bill feet area around eyes area around eyes are colorful because skin toucan colorful to survive (blend in with fruits) bill more than half the length of body quite light and hollow and honeyccarkeratin in bill catacolm hard sponge balance strength ratio edges to eat meat long gray narrow tounge forging (intimidate small birds) and communicating long bills provide reach throw food back at the throat saw like edges to tear fruit long disgestion (75 min) cant eat while digesting insects offer protein fruit as gift hot send more heat to the bill
Ecology,6260215,2,Toucans manage their body temperature with their bill,1,conspirous feather black color (toco toucan) keel billed (colorful) except bill feet area around eyes area around eyes are colorful because skin toucan colorful to survive (blend in with fruits) bill more than half the length of body quite light and hollow and honeyccarkeratin in bill catacolm hard sponge balance strength ratio edges to eat meat long gray narrow tounge forging (intimidate small birds) and communicating long bills provide reach throw food back at the throat saw like edges to tear fruit long disgestion (75 min) cant eat while digesting insects offer protein fruit as gift hot send more heat to the bill
Ecology,6260215,2,"Toucans mostly eat fruit, but occasionally they eat lizards and insects",0,conspirous feather black color (toco toucan) keel billed (colorful) except bill feet area around eyes area around eyes are colorful because skin toucan colorful to survive (blend in with fruits) bill more than half the length of body quite light and hollow and honeyccarkeratin in bill catacolm hard sponge balance strength ratio edges to eat meat long gray narrow tounge forging (intimidate small birds) and communicating long bills provide reach throw food back at the throat saw like edges to tear fruit long disgestion (75 min) cant eat while digesting insects offer protein fruit as gift hot send more heat to the bill
Ecology,6260215,3,Deforestation and exportation of toucans caused their population to decrease,1,"export to central america, deforestation decrease population small cages, dog food, mice 50s-80s large demand of toucan in us cost of fresh fruits special pellets(low iron) toys last a few months much larger space fewer than 10 a few zoos 500usd 10k usd supply and demand 70defenders of wildlife WBCA 7 million"
Ecology,6260215,3,"Tocos, Red-billed, Swainson?s, and Keel-billed toucans were commonly exported to the US",0,"export to central america, deforestation decrease population small cages, dog food, mice 50s-80s large demand of toucan in us cost of fresh fruits special pellets(low iron) toys last a few months much larger space fewer than 10 a few zoos 500usd 10k usd supply and demand 70defenders of wildlife WBCA 7 million"
Ecology,6260215,3,"In the -?s, exotic animals were common pets in the US",1,"export to central america, deforestation decrease population small cages, dog food, mice 50s-80s large demand of toucan in us cost of fresh fruits special pellets(low iron) toys last a few months much larger space fewer than 10 a few zoos 500usd 10k usd supply and demand 70defenders of wildlife WBCA 7 million"
Ecology,6260215,3,A toucan?s diet of fresh fruit made owning one expensive,1,"export to central america, deforestation decrease population small cages, dog food, mice 50s-80s large demand of toucan in us cost of fresh fruits special pellets(low iron) toys last a few months much larger space fewer than 10 a few zoos 500usd 10k usd supply and demand 70defenders of wildlife WBCA 7 million"
Ecology,6260215,3,"To keep toucans entertained, they needed toys",1,"export to central america, deforestation decrease population small cages, dog food, mice 50s-80s large demand of toucan in us cost of fresh fruits special pellets(low iron) toys last a few months much larger space fewer than 10 a few zoos 500usd 10k usd supply and demand 70defenders of wildlife WBCA 7 million"
Ecology,6260215,3,"Toucans need a large space to thrive, unlike parrots",1,"export to central america, deforestation decrease population small cages, dog food, mice 50s-80s large demand of toucan in us cost of fresh fruits special pellets(low iron) toys last a few months much larger space fewer than 10 a few zoos 500usd 10k usd supply and demand 70defenders of wildlife WBCA 7 million"
Ecology,6260215,3,"Owning a toucan demanded time, space, and money",1,"export to central america, deforestation decrease population small cages, dog food, mice 50s-80s large demand of toucan in us cost of fresh fruits special pellets(low iron) toys last a few months much larger space fewer than 10 a few zoos 500usd 10k usd supply and demand 70defenders of wildlife WBCA 7 million"
Ecology,6260215,3,Aviculture is the breeding and rearing of birds,0,"export to central america, deforestation decrease population small cages, dog food, mice 50s-80s large demand of toucan in us cost of fresh fruits special pellets(low iron) toys last a few months much larger space fewer than 10 a few zoos 500usd 10k usd supply and demand 70defenders of wildlife WBCA 7 million"
Ecology,6260215,3,"Toucan?s now cost up to $, due to supply and demand",1,"export to central america, deforestation decrease population small cages, dog food, mice 50s-80s large demand of toucan in us cost of fresh fruits special pellets(low iron) toys last a few months much larger space fewer than 10 a few zoos 500usd 10k usd supply and demand 70defenders of wildlife WBCA 7 million"
Ecology,6260215,3,"Due to the decline in toucan population, the Defenders of Wildlife became dedicated to helping toucan?s",0,"export to central america, deforestation decrease population small cages, dog food, mice 50s-80s large demand of toucan in us cost of fresh fruits special pellets(low iron) toys last a few months much larger space fewer than 10 a few zoos 500usd 10k usd supply and demand 70defenders of wildlife WBCA 7 million"
Ecology,6260215,3,More than million exotic birds were exported to the US between -,1,"export to central america, deforestation decrease population small cages, dog food, mice 50s-80s large demand of toucan in us cost of fresh fruits special pellets(low iron) toys last a few months much larger space fewer than 10 a few zoos 500usd 10k usd supply and demand 70defenders of wildlife WBCA 7 million"
Ecology,6260215,3,The WBCA restricted the imports of endangered bird species,1,"export to central america, deforestation decrease population small cages, dog food, mice 50s-80s large demand of toucan in us cost of fresh fruits special pellets(low iron) toys last a few months much larger space fewer than 10 a few zoos 500usd 10k usd supply and demand 70defenders of wildlife WBCA 7 million"
Ecology,6260215,3,The United States was the world?s biggest buyer of exotic birds,0,"export to central america, deforestation decrease population small cages, dog food, mice 50s-80s large demand of toucan in us cost of fresh fruits special pellets(low iron) toys last a few months much larger space fewer than 10 a few zoos 500usd 10k usd supply and demand 70defenders of wildlife WBCA 7 million"
Ecology,6260215,3,The high cost and limited offspring of toucan?s made them difficult to obtain,0,"export to central america, deforestation decrease population small cages, dog food, mice 50s-80s large demand of toucan in us cost of fresh fruits special pellets(low iron) toys last a few months much larger space fewer than 10 a few zoos 500usd 10k usd supply and demand 70defenders of wildlife WBCA 7 million"
Ecology,6260215,4,Toucans require a low iron diet to avoid hemochromatosis,0,iron overload death in captivirty liver enlarge oz into air sacs hard to breath open mouth breathing drown in thier own fluids leak into their lungs liver biopsy golden brown x ray enlargement from heart Phlebotomy (draw out blood) 1-2 a monthlow bioavailbality fruits vegetarian diet dog food (cheap is soy based)
Ecology,6260215,4,Hemochromatosis is the leading cause of death for toucans in captivity,1,iron overload death in captivirty liver enlarge oz into air sacs hard to breath open mouth breathing drown in thier own fluids leak into their lungs liver biopsy golden brown x ray enlargement from heart Phlebotomy (draw out blood) 1-2 a monthlow bioavailbality fruits vegetarian diet dog food (cheap is soy based)
Ecology,6260215,4,"Hemochromatosis does not affect parrots, finches, and canaries",0,iron overload death in captivirty liver enlarge oz into air sacs hard to breath open mouth breathing drown in thier own fluids leak into their lungs liver biopsy golden brown x ray enlargement from heart Phlebotomy (draw out blood) 1-2 a monthlow bioavailbality fruits vegetarian diet dog food (cheap is soy based)
Ecology,6260215,4,Hemochromatosis causes excess fluid to build up and makes it hard for a toucan to breathe,1,iron overload death in captivirty liver enlarge oz into air sacs hard to breath open mouth breathing drown in thier own fluids leak into their lungs liver biopsy golden brown x ray enlargement from heart Phlebotomy (draw out blood) 1-2 a monthlow bioavailbality fruits vegetarian diet dog food (cheap is soy based)
Ecology,6260215,4,Common symptoms of hemochromatosis include open-mouthed breathing and a swollen abdomen,1,iron overload death in captivirty liver enlarge oz into air sacs hard to breath open mouth breathing drown in thier own fluids leak into their lungs liver biopsy golden brown x ray enlargement from heart Phlebotomy (draw out blood) 1-2 a monthlow bioavailbality fruits vegetarian diet dog food (cheap is soy based)
Ecology,6260215,4,A vet can take a liver biopsy to check for hemochromatosis if a bird is healthy enough,1,iron overload death in captivirty liver enlarge oz into air sacs hard to breath open mouth breathing drown in thier own fluids leak into their lungs liver biopsy golden brown x ray enlargement from heart Phlebotomy (draw out blood) 1-2 a monthlow bioavailbality fruits vegetarian diet dog food (cheap is soy based)
Ecology,6260215,4,Golden brown deposits of iron in liver cells confirms a diagnosis of hemochromatosis,0,iron overload death in captivirty liver enlarge oz into air sacs hard to breath open mouth breathing drown in thier own fluids leak into their lungs liver biopsy golden brown x ray enlargement from heart Phlebotomy (draw out blood) 1-2 a monthlow bioavailbality fruits vegetarian diet dog food (cheap is soy based)
Ecology,6260215,4,An enlarged liver does not confirm whether hemochromatosis is present,0,iron overload death in captivirty liver enlarge oz into air sacs hard to breath open mouth breathing drown in thier own fluids leak into their lungs liver biopsy golden brown x ray enlargement from heart Phlebotomy (draw out blood) 1-2 a monthlow bioavailbality fruits vegetarian diet dog food (cheap is soy based)
Ecology,6260215,4,"Enlargement of the heart can occur in hemochromatosis, but doctors do not know why",1,iron overload death in captivirty liver enlarge oz into air sacs hard to breath open mouth breathing drown in thier own fluids leak into their lungs liver biopsy golden brown x ray enlargement from heart Phlebotomy (draw out blood) 1-2 a monthlow bioavailbality fruits vegetarian diet dog food (cheap is soy based)
Ecology,6260215,4,Hemochromatosis enlarges a toucan?s liver and is life threatening,1,iron overload death in captivirty liver enlarge oz into air sacs hard to breath open mouth breathing drown in thier own fluids leak into their lungs liver biopsy golden brown x ray enlargement from heart Phlebotomy (draw out blood) 1-2 a monthlow bioavailbality fruits vegetarian diet dog food (cheap is soy based)
Ecology,6260215,4,"A phlebotomy is one way to treat hemochromatosis in birds, it decreases iron content",1,iron overload death in captivirty liver enlarge oz into air sacs hard to breath open mouth breathing drown in thier own fluids leak into their lungs liver biopsy golden brown x ray enlargement from heart Phlebotomy (draw out blood) 1-2 a monthlow bioavailbality fruits vegetarian diet dog food (cheap is soy based)
Ecology,6260215,4,A phlebotomy is the practice of drawing blood,1,iron overload death in captivirty liver enlarge oz into air sacs hard to breath open mouth breathing drown in thier own fluids leak into their lungs liver biopsy golden brown x ray enlargement from heart Phlebotomy (draw out blood) 1-2 a monthlow bioavailbality fruits vegetarian diet dog food (cheap is soy based)
Ecology,6260215,4,Cheap dog food can be fed to toucans because of their low iron content,1,iron overload death in captivirty liver enlarge oz into air sacs hard to breath open mouth breathing drown in thier own fluids leak into their lungs liver biopsy golden brown x ray enlargement from heart Phlebotomy (draw out blood) 1-2 a monthlow bioavailbality fruits vegetarian diet dog food (cheap is soy based)
Ecology,6260215,4,Toucans require a low iron vegetarian diet to decrease the chance of getting hemochromatosis,1,iron overload death in captivirty liver enlarge oz into air sacs hard to breath open mouth breathing drown in thier own fluids leak into their lungs liver biopsy golden brown x ray enlargement from heart Phlebotomy (draw out blood) 1-2 a monthlow bioavailbality fruits vegetarian diet dog food (cheap is soy based)
Physics,6260218,1,Einstein discovered quantum theory,0,"history of lasers: early 19th century with two discoveries made 
 
 laser: visible light 
   Charles Towne and Arthur Schalow -maser
 ex) monochromatic light
 ex) waves are mixed
 
 Gordon Gould -laser. 
 lasers are powerful light beams, the solution to a problem
 flashlights are like ripples in a bathtub for example
 ex) white light for flashlights
 ex) huge waves in the sea
 ex) waves are coherent
 
 laser characteristics
 - specificity
 -distance
 0consist"
Physics,6260218,1,Einstein discovered stimulated emission,0,"history of lasers: early 19th century with two discoveries made 
 
 laser: visible light 
   Charles Towne and Arthur Schalow -maser
 ex) monochromatic light
 ex) waves are mixed
 
 Gordon Gould -laser. 
 lasers are powerful light beams, the solution to a problem
 flashlights are like ripples in a bathtub for example
 ex) white light for flashlights
 ex) huge waves in the sea
 ex) waves are coherent
 
 laser characteristics
 - specificity
 -distance
 0consist"
Physics,6260218,1,Quantum theory and stimulated emission are foundations of laser science,0,"history of lasers: early 19th century with two discoveries made 
 
 laser: visible light 
   Charles Towne and Arthur Schalow -maser
 ex) monochromatic light
 ex) waves are mixed
 
 Gordon Gould -laser. 
 lasers are powerful light beams, the solution to a problem
 flashlights are like ripples in a bathtub for example
 ex) white light for flashlights
 ex) huge waves in the sea
 ex) waves are coherent
 
 laser characteristics
 - specificity
 -distance
 0consist"
Physics,6260218,1,Lasers were developed from masers,0,"history of lasers: early 19th century with two discoveries made 
 
 laser: visible light 
   Charles Towne and Arthur Schalow -maser
 ex) monochromatic light
 ex) waves are mixed
 
 Gordon Gould -laser. 
 lasers are powerful light beams, the solution to a problem
 flashlights are like ripples in a bathtub for example
 ex) white light for flashlights
 ex) huge waves in the sea
 ex) waves are coherent
 
 laser characteristics
 - specificity
 -distance
 0consist"
Physics,6260218,1,Masers produce microwaves and radio waves,0,"history of lasers: early 19th century with two discoveries made 
 
 laser: visible light 
   Charles Towne and Arthur Schalow -maser
 ex) monochromatic light
 ex) waves are mixed
 
 Gordon Gould -laser. 
 lasers are powerful light beams, the solution to a problem
 flashlights are like ripples in a bathtub for example
 ex) white light for flashlights
 ex) huge waves in the sea
 ex) waves are coherent
 
 laser characteristics
 - specificity
 -distance
 0consist"
Physics,6260218,1,"Masers were invented by Charles Townes and Arthur Schawlow, who received the Nobel Prize",1,"history of lasers: early 19th century with two discoveries made 
 
 laser: visible light 
   Charles Towne and Arthur Schalow -maser
 ex) monochromatic light
 ex) waves are mixed
 
 Gordon Gould -laser. 
 lasers are powerful light beams, the solution to a problem
 flashlights are like ripples in a bathtub for example
 ex) white light for flashlights
 ex) huge waves in the sea
 ex) waves are coherent
 
 laser characteristics
 - specificity
 -distance
 0consist"
Physics,6260218,1,Gordon Gould's main achievement is the invention of laser,1,"history of lasers: early 19th century with two discoveries made 
 
 laser: visible light 
   Charles Towne and Arthur Schalow -maser
 ex) monochromatic light
 ex) waves are mixed
 
 Gordon Gould -laser. 
 lasers are powerful light beams, the solution to a problem
 flashlights are like ripples in a bathtub for example
 ex) white light for flashlights
 ex) huge waves in the sea
 ex) waves are coherent
 
 laser characteristics
 - specificity
 -distance
 0consist"
Physics,6260218,1,"After two decades of legal battles, Gordon Gould secured a patent for the laser invention",0,"history of lasers: early 19th century with two discoveries made 
 
 laser: visible light 
   Charles Towne and Arthur Schalow -maser
 ex) monochromatic light
 ex) waves are mixed
 
 Gordon Gould -laser. 
 lasers are powerful light beams, the solution to a problem
 flashlights are like ripples in a bathtub for example
 ex) white light for flashlights
 ex) huge waves in the sea
 ex) waves are coherent
 
 laser characteristics
 - specificity
 -distance
 0consist"
Physics,6260218,1,Laser came from combining the words light and maser,0,"history of lasers: early 19th century with two discoveries made 
 
 laser: visible light 
   Charles Towne and Arthur Schalow -maser
 ex) monochromatic light
 ex) waves are mixed
 
 Gordon Gould -laser. 
 lasers are powerful light beams, the solution to a problem
 flashlights are like ripples in a bathtub for example
 ex) white light for flashlights
 ex) huge waves in the sea
 ex) waves are coherent
 
 laser characteristics
 - specificity
 -distance
 0consist"
Physics,6260218,1,Early inventors were uncertain of the use of lasers,0,"history of lasers: early 19th century with two discoveries made 
 
 laser: visible light 
   Charles Towne and Arthur Schalow -maser
 ex) monochromatic light
 ex) waves are mixed
 
 Gordon Gould -laser. 
 lasers are powerful light beams, the solution to a problem
 flashlights are like ripples in a bathtub for example
 ex) white light for flashlights
 ex) huge waves in the sea
 ex) waves are coherent
 
 laser characteristics
 - specificity
 -distance
 0consist"
Physics,6260218,1,"Lasers are now used everywhere, such as for DVD or Blu-ray players, surgeries (e.g, LASIK), barcode scanners, emails, etc",0,"history of lasers: early 19th century with two discoveries made 
 
 laser: visible light 
   Charles Towne and Arthur Schalow -maser
 ex) monochromatic light
 ex) waves are mixed
 
 Gordon Gould -laser. 
 lasers are powerful light beams, the solution to a problem
 flashlights are like ripples in a bathtub for example
 ex) white light for flashlights
 ex) huge waves in the sea
 ex) waves are coherent
 
 laser characteristics
 - specificity
 -distance
 0consist"
Physics,6260218,1,If the flashlight is like ripples in a bathtub and the laser is like huge waves on the sea,1,"history of lasers: early 19th century with two discoveries made 
 
 laser: visible light 
   Charles Towne and Arthur Schalow -maser
 ex) monochromatic light
 ex) waves are mixed
 
 Gordon Gould -laser. 
 lasers are powerful light beams, the solution to a problem
 flashlights are like ripples in a bathtub for example
 ex) white light for flashlights
 ex) huge waves in the sea
 ex) waves are coherent
 
 laser characteristics
 - specificity
 -distance
 0consist"
Physics,6260218,1,White light is a mixture of lights of all different colors,0,"history of lasers: early 19th century with two discoveries made 
 
 laser: visible light 
   Charles Towne and Arthur Schalow -maser
 ex) monochromatic light
 ex) waves are mixed
 
 Gordon Gould -laser. 
 lasers are powerful light beams, the solution to a problem
 flashlights are like ripples in a bathtub for example
 ex) white light for flashlights
 ex) huge waves in the sea
 ex) waves are coherent
 
 laser characteristics
 - specificity
 -distance
 0consist"
Physics,6260218,1,A laser makes a monochromatic light,0,"history of lasers: early 19th century with two discoveries made 
 
 laser: visible light 
   Charles Towne and Arthur Schalow -maser
 ex) monochromatic light
 ex) waves are mixed
 
 Gordon Gould -laser. 
 lasers are powerful light beams, the solution to a problem
 flashlights are like ripples in a bathtub for example
 ex) white light for flashlights
 ex) huge waves in the sea
 ex) waves are coherent
 
 laser characteristics
 - specificity
 -distance
 0consist"
Physics,6260218,1,"A monochromatic light has specific colors (e.g., , red, green, ultraviolet)",0,"history of lasers: early 19th century with two discoveries made 
 
 laser: visible light 
   Charles Towne and Arthur Schalow -maser
 ex) monochromatic light
 ex) waves are mixed
 
 Gordon Gould -laser. 
 lasers are powerful light beams, the solution to a problem
 flashlights are like ripples in a bathtub for example
 ex) white light for flashlights
 ex) huge waves in the sea
 ex) waves are coherent
 
 laser characteristics
 - specificity
 -distance
 0consist"
Physics,6260218,1,A light is coherent when the peaks and troughs of the light waves line up precisely,0,"history of lasers: early 19th century with two discoveries made 
 
 laser: visible light 
   Charles Towne and Arthur Schalow -maser
 ex) monochromatic light
 ex) waves are mixed
 
 Gordon Gould -laser. 
 lasers are powerful light beams, the solution to a problem
 flashlights are like ripples in a bathtub for example
 ex) white light for flashlights
 ex) huge waves in the sea
 ex) waves are coherent
 
 laser characteristics
 - specificity
 -distance
 0consist"
